slug,move_slug,name_en,category,name_ja,confidence,needs_review,ai_generated,method
mewtwo,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
mewtwo,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
mewtwo,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
mewtwo,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
mewtwo,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
mewtwo,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
mewtwo,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
mewtwo,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
mewtwo,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
roy,jab,Jab,jab,弱攻撃,high,false,false,rule
roy,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
roy,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
roy,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
roy,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
roy,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
roy,up-smash,Up Smash,smash,上スマ,high,false,false,rule
roy,down-smash,Down Smash,smash,下スマ,high,false,false,rule
roy,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
roy,forward-air,Forward Air,aerial,空前,high,false,false,rule
roy,back-air,Back Air,aerial,空後,high,false,false,rule
roy,up-air,Up Air,aerial,空上,high,false,false,rule
roy,down-air,Down Air,aerial,空下,high,false,false,rule
roy,neutral-b-flare-blade,Neutral B (Flare Blade),special,NB (エクスプロージョン),high,false,false,canonical
roy,side-b-hit-1-double-edge-dance-hit-1,"Side B, Hit 1 (Double-Edge Dance, Hit 1)",special,横B (マーベラスコンビネーション),high,false,false,canonical
roy,double-edge-dance-hit-2-neutral,"Double-Edge Dance, Hit 2 Neutral",special,NB (エクスプロージョン)（溜め無し）,medium,true,false,order
roy,double-edge-dance-hit-3-neutral,"Double-Edge Dance, Hit 3 Neutral",special,NB (エクスプロージョン)（最大溜め）,medium,true,false,order
roy,double-edge-dance-hit-4-neutral,"Double-Edge Dance, Hit 4 Neutral",special,NB (エクスプロージョン)（ふりむき）,medium,true,false,order
roy,double-edge-dance-hit-2-up,"Double-Edge Dance, Hit 2 Up",special,"地上
(空中)（派生1）",medium,true,false,order
roy,double-edge-dance-hit-3-up,"Double-Edge Dance, Hit 3 Up",special,"地上
(空中)（派生2, 上）",medium,true,false,order
roy,double-edge-dance-hit-4-up,"Double-Edge Dance, Hit 4 Up",special,"地上
(空中)（派生2, 横）",medium,true,false,order
roy,double-edge-dance-hit-3-down,"Double-Edge Dance, Hit 3 Down",special,"地上
(空中)（派生3, 上）",medium,true,false,order
roy,double-edge-dance-hit-4-down,"Double-Edge Dance, Hit 4 Down",special,"地上
(空中)（派生3, 横）",medium,true,false,order
roy,up-b-blazer,Up B (Blazer),special,上B (ブレイザー),high,false,false,canonical
roy,down-b-counter,Down B (Counter),special,下B (カウンター),high,false,false,canonical
roy,counter-attack,"Counter, Attack",special,"地上
(空中)（派生3, 下）",medium,true,false,order
roy,grab,Grab,grab,つかみ,high,false,false,rule
roy,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
roy,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
roy,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
roy,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
roy,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
roy,up-throw,Up Throw,throw,上投げ,high,false,false,rule
roy,down-throw,Down Throw,throw,下投げ,high,false,false,rule
roy,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
roy,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
roy,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
roy,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
roy,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
roy,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
roy,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
roy,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
roy,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
chrom,jab,Jab,jab,弱攻撃,high,false,false,rule
chrom,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
chrom,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
chrom,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
chrom,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
chrom,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
chrom,up-smash,Up Smash,smash,上スマ,high,false,false,rule
chrom,down-smash,Down Smash,smash,下スマ,high,false,false,rule
chrom,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
chrom,forward-air,Forward Air,aerial,空前,high,false,false,rule
chrom,back-air,Back Air,aerial,空後,high,false,false,rule
chrom,up-air,Up Air,aerial,空上,high,false,false,rule
chrom,down-air,Down Air,aerial,空下,high,false,false,rule
chrom,neutral-b-flare-blade,Neutral B (Flare Blade),special,NB (エクスプロージョン),high,true,false,derived_canonical
chrom,side-b-hit-1-double-edge-dance-hit-1,"Side B, Hit 1 (Double-Edge Dance, Hit 1)",special,横B (マーベラスコンビネーション),high,true,false,derived_canonical
chrom,double-edge-dance-hit-2-neutral,"Double-Edge Dance, Hit 2 Neutral",special,NB (エクスプロージョン)（溜め無し）,medium,true,false,order
chrom,double-edge-dance-hit-3-neutral,"Double-Edge Dance, Hit 3 Neutral",special,NB (エクスプロージョン)（最大溜め）,medium,true,false,order
chrom,double-edge-dance-hit-4-neutral,"Double-Edge Dance, Hit 4 Neutral",special,NB (エクスプロージョン)（ふりむき）,medium,true,false,order
chrom,double-edge-dance-hit-2-up,"Double-Edge Dance, Hit 2 Up",special,"地上
(空中)（派生1）",medium,true,false,order
chrom,double-edge-dance-hit-3-up,"Double-Edge Dance, Hit 3 Up",special,"地上
(空中)（派生2, 上）",medium,true,false,order
chrom,double-edge-dance-hit-4-up,"Double-Edge Dance, Hit 4 Up",special,"地上
(空中)（派生2, 横）",medium,true,false,order
chrom,double-edge-dance-hit-3-down,"Double-Edge Dance, Hit 3 Down",special,"地上
(空中)（派生3, 上）",medium,true,false,order
chrom,double-edge-dance-hit-4-down,"Double-Edge Dance, Hit 4 Down",special,"地上
(空中)（派生3, 横）",medium,true,false,order
chrom,up-b-soaring-slash,Up B (Soaring Slash),special,上B (ブレイザー),high,true,false,derived_canonical
chrom,down-b-counter,Down B (Counter),special,下B (カウンター),high,true,false,derived_canonical
chrom,counter-attack,"Counter, Attack",special,"地上
(空中)（派生3, 下）",medium,true,false,order
chrom,grab,Grab,grab,つかみ,high,false,false,rule
chrom,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
chrom,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
chrom,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
chrom,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
chrom,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
chrom,up-throw,Up Throw,throw,上投げ,high,false,false,rule
chrom,down-throw,Down Throw,throw,下投げ,high,false,false,rule
chrom,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
chrom,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
chrom,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
chrom,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
chrom,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
chrom,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
chrom,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
chrom,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
chrom,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
mr_game_and_watch,jab,Jab,jab,弱攻撃,high,false,false,rule
mr_game_and_watch,rapid-jab,Rapid Jab,jab,百裂攻撃,high,false,false,rule
mr_game_and_watch,rapid-jab-finisher,Rapid Jab Finisher,jab,百裂フィニッシュ,high,false,false,rule
mr_game_and_watch,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
mr_game_and_watch,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
mr_game_and_watch,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
mr_game_and_watch,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
mr_game_and_watch,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
mr_game_and_watch,up-smash,Up Smash,smash,上スマ,high,false,false,rule
mr_game_and_watch,down-smash,Down Smash,smash,下スマ,high,false,false,rule
mr_game_and_watch,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
mr_game_and_watch,forward-air,Forward Air,aerial,空前,high,false,false,rule
mr_game_and_watch,back-air,Back Air,aerial,空後,high,false,false,rule
mr_game_and_watch,up-air,Up Air,aerial,空上,high,false,false,rule
mr_game_and_watch,down-air,Down Air,aerial,空下,high,false,false,rule
mr_game_and_watch,neutral-b-chef,Neutral B (Chef),special,NB (シェフ),high,false,false,canonical
mr_game_and_watch,side-b-judge,Side B (Judge),special,横B (ジャッジ),high,false,false,canonical
mr_game_and_watch,up-b-fire,Up B (Fire),special,上B (ファイア),high,false,false,canonical
mr_game_and_watch,down-b-oil-panic,Down B (Oil Panic),special,下B (オイルパニック),high,false,false,canonical
mr_game_and_watch,oil-panic-overload,"Oil Panic, Overload",special,NB (シェフ)（フライパン）,medium,true,false,order
mr_game_and_watch,grab,Grab,grab,つかみ,high,false,false,rule
mr_game_and_watch,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
mr_game_and_watch,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
mr_game_and_watch,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
mr_game_and_watch,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
mr_game_and_watch,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
mr_game_and_watch,up-throw,Up Throw,throw,上投げ,high,false,false,rule
mr_game_and_watch,down-throw,Down Throw,throw,下投げ,high,false,false,rule
mr_game_and_watch,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
mr_game_and_watch,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
mr_game_and_watch,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
mr_game_and_watch,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
mr_game_and_watch,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
mr_game_and_watch,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
mr_game_and_watch,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
mr_game_and_watch,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
mr_game_and_watch,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
meta_knight,rapid-jab,Rapid Jab,jab,百裂攻撃,high,false,false,rule
meta_knight,rapid-jab-finisher,Rapid Jab Finisher,jab,百裂フィニッシュ,high,false,false,rule
meta_knight,forward-tilt-1,Forward Tilt 1,tilt,横強1,high,false,false,rule
meta_knight,forward-tilt-2,Forward Tilt 2,tilt,横強2,high,false,false,rule
meta_knight,forward-tilt-3,Forward Tilt 3,tilt,横強3,high,false,false,rule
meta_knight,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
meta_knight,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
meta_knight,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
meta_knight,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
meta_knight,up-smash,Up Smash,smash,上スマ,high,false,false,rule
meta_knight,down-smash,Down Smash,smash,下スマ,high,false,false,rule
meta_knight,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
meta_knight,forward-air,Forward Air,aerial,空前,high,false,false,rule
meta_knight,back-air,Back Air,aerial,空後,high,false,false,rule
meta_knight,up-air,Up Air,aerial,空上,high,false,false,rule
meta_knight,down-air,Down Air,aerial,空下,high,false,false,rule
meta_knight,neutral-b-mach-tornado,Neutral B (Mach Tornado),special,NB (マッハトルネイド),high,false,false,canonical
meta_knight,side-b-drill-rush,Side B (Drill Rush),special,横B (ドリルラッシュ),high,false,false,canonical
meta_knight,up-b-shuttle-loop,Up B (Shuttle Loop),special,上B (シャトルループ),high,false,false,canonical
meta_knight,up-b-air-shuttle-loop-air,"Up B, Air (Shuttle Loop, Air)",special,NB (マッハトルネイド)（本当て）,medium,true,false,order
meta_knight,down-b-dimensional-cape,Down B (Dimensional Cape),special,下B (ディメンジョンマント),high,false,false,canonical
meta_knight,dimensional-cape-attack,"Dimensional Cape, Attack",special,"NB (マッハトルネイド)（持続, 最短）",medium,true,false,order
meta_knight,grab,Grab,grab,つかみ,high,false,false,rule
meta_knight,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
meta_knight,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
meta_knight,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
meta_knight,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
meta_knight,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
meta_knight,up-throw,Up Throw,throw,上投げ,high,false,false,rule
meta_knight,down-throw,Down Throw,throw,下投げ,high,false,false,rule
meta_knight,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
meta_knight,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
meta_knight,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
meta_knight,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
meta_knight,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
meta_knight,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
meta_knight,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
meta_knight,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
meta_knight,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
pit,jab-1,Jab 1,jab,弱1,high,false,false,rule
pit,jab-2,Jab 2,jab,弱2,high,false,false,rule
pit,jab-3,Jab 3,jab,弱3,high,false,false,rule
pit,rapid-jab,Rapid Jab,jab,百裂攻撃,high,false,false,rule
pit,rapid-jab-finisher,Rapid Jab Finisher,jab,百裂フィニッシュ,high,false,false,rule
pit,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
pit,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
pit,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
pit,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
pit,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
pit,up-smash,Up Smash,smash,上スマ,high,false,false,rule
pit,down-smash,Down Smash,smash,下スマ,high,false,false,rule
pit,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
pit,forward-air,Forward Air,aerial,空前,high,false,false,rule
pit,back-air,Back Air,aerial,空後,high,false,false,rule
pit,up-air,Up Air,aerial,空上,high,false,false,rule
pit,down-air,Down Air,aerial,空下,high,false,false,rule
pit,neutral-b-palutena-s-bow,Neutral B (Palutena's Bow),special,NB (パルテナの神弓),high,false,false,canonical
pit,side-b-upperdash-arm,Side B (Upperdash Arm),special,横B (豪腕ダッシュアッパー),high,false,false,canonical
pit,side-b-air-upperdash-arm-air,"Side B, Air (Upperdash Arm, Air)",special,"NB (パルテナの神弓)（横, 最速）",medium,true,false,order
pit,up-b-power-of-flight,Up B (Power of Flight),special,上B (飛翔の奇跡),high,false,false,canonical
pit,down-b-guardian-orbitars,Down B (Guardian Orbitars),special,下B (衛星ガーディアンズ),high,false,false,canonical
pit,grab,Grab,grab,つかみ,high,false,false,rule
pit,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
pit,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
pit,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
pit,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
pit,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
pit,up-throw,Up Throw,throw,上投げ,high,false,false,rule
pit,down-throw,Down Throw,throw,下投げ,high,false,false,rule
pit,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
pit,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
pit,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
pit,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
pit,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
pit,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
pit,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
pit,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
pit,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
dark_pit,jab-1,Jab 1,jab,弱1,high,false,false,rule
dark_pit,jab-2,Jab 2,jab,弱2,high,false,false,rule
dark_pit,jab-3,Jab 3,jab,弱3,high,false,false,rule
dark_pit,rapid-jab,Rapid Jab,jab,百裂攻撃,high,false,false,rule
dark_pit,rapid-jab-finisher,Rapid Jab Finisher,jab,百裂フィニッシュ,high,false,false,rule
dark_pit,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
dark_pit,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
dark_pit,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
dark_pit,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
dark_pit,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
dark_pit,up-smash,Up Smash,smash,上スマ,high,false,false,rule
dark_pit,down-smash,Down Smash,smash,下スマ,high,false,false,rule
dark_pit,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
dark_pit,forward-air,Forward Air,aerial,空前,high,false,false,rule
dark_pit,back-air,Back Air,aerial,空後,high,false,false,rule
dark_pit,up-air,Up Air,aerial,空上,high,false,false,rule
dark_pit,down-air,Down Air,aerial,空下,high,false,false,rule
dark_pit,neutral-b-silver-bow,Neutral B (Silver Bow),special,NB (パルテナの神弓),high,true,false,derived_canonical
dark_pit,side-b-electroshock-arm,Side B (Electroshock Arm),special,横B (豪腕ダッシュアッパー),high,true,false,derived_canonical
dark_pit,side-b-air-electrodash-arm-air,"Side B, Air (Electrodash Arm, Air)",special,"NB (パルテナの神弓)（横, 最速）",medium,true,false,order
dark_pit,up-b-power-of-flight,Up B (Power of Flight),special,上B (飛翔の奇跡),high,true,false,derived_canonical
dark_pit,down-b-guardian-orbitars,Down B (Guardian Orbitars),special,下B (衛星ガーディアンズ),high,true,false,derived_canonical
dark_pit,grab,Grab,grab,つかみ,high,false,false,rule
dark_pit,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
dark_pit,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
dark_pit,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
dark_pit,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
dark_pit,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
dark_pit,up-throw,Up Throw,throw,上投げ,high,false,false,rule
dark_pit,down-throw,Down Throw,throw,下投げ,high,false,false,rule
dark_pit,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
dark_pit,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
dark_pit,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
dark_pit,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
dark_pit,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
dark_pit,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
dark_pit,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
dark_pit,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
dark_pit,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
zero_suit_samus,jab-1,Jab 1,jab,弱1,high,false,false,rule
zero_suit_samus,jab-2,Jab 2,jab,弱2,high,false,false,rule
zero_suit_samus,jab-3,Jab 3,jab,弱3,high,false,false,rule
zero_suit_samus,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
zero_suit_samus,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
zero_suit_samus,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
zero_suit_samus,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
zero_suit_samus,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
zero_suit_samus,up-smash,Up Smash,smash,上スマ,high,false,false,rule
zero_suit_samus,down-smash,Down Smash,smash,下スマ,high,false,false,rule
zero_suit_samus,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
zero_suit_samus,forward-air,Forward Air,aerial,空前,high,false,false,rule
zero_suit_samus,back-air,Back Air,aerial,空後,high,false,false,rule
zero_suit_samus,up-air,Up Air,aerial,空上,high,false,false,rule
zero_suit_samus,down-air,Down Air,aerial,空下,high,false,false,rule
zero_suit_samus,z-air,Z Air,aerial,ワイヤー空中攻撃,high,false,false,rule
zero_suit_samus,neutral-b-paralyzer,Neutral B (Paralyzer),special,NB (パラライザー),high,false,false,canonical
zero_suit_samus,side-b-plasma-whip,Side B (Plasma Whip),special,横B (プラズマウィップ),high,false,false,canonical
zero_suit_samus,up-b-boost-kick,Up B (Boost Kick),special,上B (ブーストキック),high,false,false,canonical
zero_suit_samus,down-b-flip-jump,Down B (Flip Jump),special,下B (フリップジャンプ),high,false,false,canonical
zero_suit_samus,flip-jump-kick,"Flip Jump, Kick",special,NB (パラライザー)（溜め無し）,medium,true,false,order
zero_suit_samus,grab,Grab,grab,つかみ,high,false,false,rule
zero_suit_samus,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
zero_suit_samus,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
zero_suit_samus,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
zero_suit_samus,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
zero_suit_samus,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
zero_suit_samus,up-throw,Up Throw,throw,上投げ,high,false,false,rule
zero_suit_samus,down-throw,Down Throw,throw,下投げ,high,false,false,rule
zero_suit_samus,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
zero_suit_samus,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
zero_suit_samus,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
zero_suit_samus,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
zero_suit_samus,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
zero_suit_samus,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
zero_suit_samus,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
zero_suit_samus,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
zero_suit_samus,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
wario,jab,Jab,jab,弱攻撃,high,false,false,rule
wario,jab-2,Jab 2,jab,弱2,high,false,false,rule
wario,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
wario,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
wario,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
wario,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
wario,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
wario,up-smash,Up Smash,smash,上スマ,high,false,false,rule
wario,down-smash,Down Smash,smash,下スマ,high,false,false,rule
wario,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
wario,forward-air,Forward Air,aerial,空前,high,false,false,rule
wario,back-air,Back Air,aerial,空後,high,false,false,rule
wario,up-air,Up Air,aerial,空上,high,false,false,rule
wario,down-air,Down Air,aerial,空下,high,false,false,rule
wario,neutral-b-chomp,Neutral B (Chomp),special,NB (ワリオかみつき),high,false,false,canonical
wario,side-b-wario-bike,Side B (Wario Bike),special,横B (ワリオバイク),high,false,false,canonical
wario,wario-bike-wheelie,"Wario Bike, Wheelie",special,NB (ワリオかみつき)（最短）,medium,true,false,order
wario,wario-bike-turnaround,"Wario Bike, Turnaround",special,NB (ワリオかみつき)（最長）,medium,true,false,order
wario,bike-thrown-item,Bike (Thrown / Item),special,"NB (ワリオかみつき)（解除, 地上）",medium,true,false,order
wario,up-b-corkscrew,Up B (Corkscrew),special,上B (コークスクリュー),high,false,false,canonical
wario,down-b-wario-waft,Down B (Wario Waft),special,下B (ワリオっぺ),high,false,false,canonical
wario,grab,Grab,grab,つかみ,high,false,false,rule
wario,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
wario,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
wario,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
wario,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
wario,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
wario,up-throw,Up Throw,throw,上投げ,high,false,false,rule
wario,down-throw,Down Throw,throw,下投げ,high,false,false,rule
wario,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
wario,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
wario,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
wario,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
wario,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
wario,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
wario,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
wario,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
wario,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
snake,jab-1,Jab 1,jab,弱1,high,false,false,rule
snake,jab-2,Jab 2,jab,弱2,high,false,false,rule
snake,jab-3,Jab 3,jab,弱3,high,false,false,rule
snake,forward-tilt-1,Forward Tilt 1,tilt,横強1,high,false,false,rule
snake,forward-tilt-2,Forward Tilt 2,tilt,横強2,high,false,false,rule
